119.167,LP,80,R_S_Req,0,0,0,0,0,0,52,0.000
125.833,LP,80,R_E_Req,0,80,0,0,70,0,52,200.000
125.833,A,EXIT,45,2968.333
125.833,A,80,P_D_S_Req,0,80,0,0,70,0,45,2968.333
135.833,A,80,M_Req,0,0,0,0,70,0,45,3418.333
135.833,A,100,C_Res,0,100,0,0,140,0,45,3418.333
135.833,A,100,P_D_S_Res,0,100,0,0,140,0,45,3418.333
148.333,A,100,P_D_E_Res,0,100,0,100,210,1,45,3980.833
148.333,A,70,P_O_S_Res,0,70,0,100,210,1,45,3980.833
157.083,A,70,P_O_E_Res,0,70,0,100,210,1,45,4374.583
157.083,A,170,T_S_Res,0,170,0,100,210,1,75,4374.583
163.333,A,80,R_S_Req,1,170,0,100,210,1,105,4374.583
170.000,A,80,W_Req,1,250,80,100,210,1,105,4574.583
171.250,A,170,T_E_Res,0,80,80,100,210,0,75,4999.583
171.250,A,80,R_E_Req,1,80,0,100,280,0,75,4999.583
171.250,A,80,P_D_S_Req,1,80,0,100,280,0,75,4999.583
181.250,A,80,M_Req,1,0,0,100,280,0,75,5449.583
181.250,A,100,C_Res,1,100,0,100,350,0,75,5449.583
181.250,A,100,P_D_S_Res,1,100,0,100,350,0,75,5449.583
193.750,A,100,P_D_E_Res,1,100,0,200,420,1,75,6012.083
193.750,A,70,P_O_S_Res,1,70,0,200,420,1,75,6012.083
202.500,A,70,P_O_E_Res,1,70,0,200,420,1,75,6405.833
202.500,A,170,T_S_Res,1,170,0,200,420,1,105,6405.833
216.667,A,170,T_E_Res,1,0,0,200,420,0,75,6830.833
216.667,LP,ENTER,22,6830.833
1119.167,LP,80,R_S_Req,2,0,0,200,420,0,52,6830.833
1125.833,LP,80,R_E_Req,2,80,0,200,490,0,52,7030.833
1125.833,A,EXIT,45,27032.500
1125.833,A,80,P_D_S_Req,2,80,0,200,490,0,45,27032.500
1135.833,A,80,M_Req,2,0,0,200,490,0,45,27482.500
1135.833,A,100,C_Res,2,100,0,200,560,0,45,27482.500
1135.833,A,100,P_D_S_Res,2,100,0,200,560,0,45,27482.500
1148.333,A,100,P_D_E_Res,2,100,0,300,630,1,45,28045.000
1148.333,A,70,P_O_S_Res,2,70,0,300,630,1,45,28045.000
1157.083,A,70,P_O_E_Res,2,70,0,300,630,1,45,28438.750
1157.083,A,170,T_S_Res,2,170,0,300,630,1,75,28438.750
1163.333,A,80,R_S_Req,3,170,0,300,630,1,105,28438.750
1170.000,A,80,W_Req,3,250,80,300,630,1,105,28638.750
1171.250,A,170,T_E_Res,2,80,80,300,630,0,75,29063.750
1171.250,A,80,R_E_Req,3,80,0,300,700,0,75,29063.750
1171.250,A,80,P_D_S_Req,3,80,0,300,700,0,75,29063.750
1181.250,A,80,M_Req,3,0,0,300,700,0,75,29513.750
1181.250,A,100,C_Res,3,100,0,300,770,0,75,29513.750
1181.250,A,100,P_D_S_Res,3,100,0,300,770,0,75,29513.750
1193.750,A,100,P_D_E_Res,3,100,0,400,840,1,75,30076.250
1193.750,A,70,P_O_S_Res,3,70,0,400,840,1,75,30076.250
1202.500,A,70,P_O_E_Res,3,70,0,400,840,1,75,30470.000
1202.500,A,170,T_S_Res,3,170,0,400,840,1,105,30470.000
1216.667,A,170,T_E_Res,3,0,0,400,840,0,75,30895.000
1216.667,LP,ENTER,22,30895.000
2119.167,LP,80,R_S_Req,4,0,0,400,840,0,52,30895.000
2125.833,LP,80,R_E_Req,4,80,0,400,910,0,52,31095.000
2125.833,A,EXIT,45,51096.667
2125.833,A,80,P_D_S_Req,4,80,0,400,910,0,45,51096.667
2135.833,A,80,M_Req,4,0,0,400,910,0,45,51546.667
2135.833,A,100,C_Res,4,100,0,400,980,0,45,51546.667
2135.833,A,100,P_D_S_Res,4,100,0,400,980,0,45,51546.667
2148.333,A,100,P_D_E_Res,4,100,0,500,1050,1,45,52109.167
2148.333,A,70,P_O_S_Res,4,70,0,500,1050,1,45,52109.167
2157.083,A,70,P_O_E_Res,4,70,0,500,1050,1,45,52502.917
2157.083,A,170,T_S_Res,4,170,0,500,1050,1,75,52502.917
2163.333,A,80,R_S_Req,5,170,0,500,1050,1,105,52502.917
2170.000,A,80,W_Req,5,250,80,500,1050,1,105,52702.917
2171.250,A,170,T_E_Res,4,80,80,500,1050,0,75,53127.917
2171.250,A,80,R_E_Req,5,80,0,500,1120,0,75,53127.917
2171.250,A,80,P_D_S_Req,5,80,0,500,1120,0,75,53127.917
2181.250,A,80,M_Req,5,0,0,500,1120,0,75,53577.917
2181.250,A,100,C_Res,5,100,0,500,1190,0,75,53577.917
2181.250,A,100,P_D_S_Res,5,100,0,500,1190,0,75,53577.917
2193.750,A,100,P_D_E_Res,5,100,0,600,1260,1,75,54140.417
2193.750,A,70,P_O_S_Res,5,70,0,600,1260,1,75,54140.417
2202.500,A,70,P_O_E_Res,5,70,0,600,1260,1,75,54534.167
2202.500,A,170,T_S_Res,5,170,0,600,1260,1,105,54534.167
2216.667,A,170,T_E_Res,5,0,0,600,1260,0,75,54959.167
2216.667,LP,ENTER,22,54959.167
3119.167,LP,80,R_S_Req,6,0,0,600,1260,0,52,54959.167
3125.833,LP,80,R_E_Req,6,80,0,600,1330,0,52,55159.167
3125.833,A,EXIT,45,75160.833
3125.833,A,80,P_D_S_Req,6,80,0,600,1330,0,45,75160.833
3135.833,A,80,M_Req,6,0,0,600,1330,0,45,75610.833
3135.833,A,100,C_Res,6,100,0,600,1400,0,45,75610.833
3135.833,A,100,P_D_S_Res,6,100,0,600,1400,0,45,75610.833
3148.333,A,100,P_D_E_Res,6,100,0,700,1470,1,45,76173.333
3148.333,A,70,P_O_S_Res,6,70,0,700,1470,1,45,76173.333
3157.083,A,70,P_O_E_Res,6,70,0,700,1470,1,45,76567.083
3157.083,A,170,T_S_Res,6,170,0,700,1470,1,75,76567.083
3163.333,A,80,R_S_Req,7,170,0,700,1470,1,105,76567.083
3170.000,A,80,W_Req,7,250,80,700,1470,1,105,76767.083
3171.250,A,170,T_E_Res,6,80,80,700,1470,0,75,77192.083
3171.250,A,80,R_E_Req,7,80,0,700,1540,0,75,77192.083
3171.250,A,80,P_D_S_Req,7,80,0,700,1540,0,75,77192.083
3181.250,A,80,M_Req,7,0,0,700,1540,0,75,77642.083
3181.250,A,100,C_Res,7,100,0,700,1610,0,75,77642.083
3181.250,A,100,P_D_S_Res,7,100,0,700,1610,0,75,77642.083
3193.750,A,100,P_D_E_Res,7,100,0,800,1680,1,75,78204.583
3193.750,A,70,P_O_S_Res,7,70,0,800,1680,1,75,78204.583
3202.500,A,70,P_O_E_Res,7,70,0,800,1680,1,75,78598.333
3202.500,A,170,T_S_Res,7,170,0,800,1680,1,105,78598.333
3216.667,A,170,T_E_Res,7,0,0,800,1680,0,75,79023.333
3216.667,LP,ENTER,22,79023.333
4119.167,LP,80,R_S_Req,8,0,0,800,1680,0,52,79023.333
4125.833,LP,80,R_E_Req,8,80,0,800,1750,0,52,79223.333
4125.833,A,EXIT,45,99225.000
4125.833,A,80,P_D_S_Req,8,80,0,800,1750,0,45,99225.000
4135.833,A,80,M_Req,8,0,0,800,1750,0,45,99675.000
4135.833,A,100,C_Res,8,100,0,800,1820,0,45,99675.000
4135.833,A,100,P_D_S_Res,8,100,0,800,1820,0,45,99675.000
4148.333,A,100,P_D_E_Res,8,100,0,900,1890,1,45,100237.500
4148.333,A,70,P_O_S_Res,8,70,0,900,1890,1,45,100237.500
4157.083,A,70,P_O_E_Res,8,70,0,900,1890,1,45,100631.250
4157.083,A,170,T_S_Res,8,170,0,900,1890,1,75,100631.250
4163.333,A,80,R_S_Req,9,170,0,900,1890,1,105,100631.250
4170.000,A,80,W_Req,9,250,80,900,1890,1,105,100831.250
4171.250,A,170,T_E_Res,8,80,80,900,1890,0,75,101256.250
4171.250,A,80,R_E_Req,9,80,0,900,1960,0,75,101256.250
4171.250,A,80,P_D_S_Req,9,80,0,900,1960,0,75,101256.250
4181.250,A,80,M_Req,9,0,0,900,1960,0,75,101706.250
4181.250,A,100,C_Res,9,100,0,900,2030,0,75,101706.250
4181.250,A,100,P_D_S_Res,9,100,0,900,2030,0,75,101706.250
4193.750,A,100,P_D_E_Res,9,100,0,1000,2100,1,75,102268.750
4193.750,A,70,P_O_S_Res,9,70,0,1000,2100,1,75,102268.750
4202.500,A,70,P_O_E_Res,9,70,0,1000,2100,1,75,102662.500
4202.500,A,170,T_S_Res,9,170,0,1000,2100,1,105,102662.500
4216.667,A,170,T_E_Res,9,0,0,1000,2100,0,75,103087.500
4216.667,LP,ENTER,22,103087.500
5119.167,LP,80,R_S_Req,10,0,0,1000,2100,0,52,103087.500
5125.833,LP,80,R_E_Req,10,80,0,1000,2170,0,52,103287.500
5125.833,A,EXIT,45,123289.167
5125.833,A,80,P_D_S_Req,10,80,0,1000,2170,0,45,123289.167
5135.833,A,80,M_Req,10,0,0,1000,2170,0,45,123739.167
5135.833,A,100,C_Res,10,100,0,1000,2240,0,45,123739.167
5135.833,A,100,P_D_S_Res,10,100,0,1000,2240,0,45,123739.167
5148.333,A,100,P_D_E_Res,10,100,0,1100,2310,1,45,124301.667
5148.333,A,70,P_O_S_Res,10,70,0,1100,2310,1,45,124301.667
5157.083,A,70,P_O_E_Res,10,70,0,1100,2310,1,45,124695.417
5157.083,A,170,T_S_Res,10,170,0,1100,2310,1,75,124695.417
5163.333,A,80,R_S_Req,11,170,0,1100,2310,1,105,124695.417
5170.000,A,80,W_Req,11,250,80,1100,2310,1,105,124895.417
5171.250,A,170,T_E_Res,10,80,80,1100,2310,0,75,125320.417
5171.250,A,80,R_E_Req,11,80,0,1100,2380,0,75,125320.417
5171.250,A,80,P_D_S_Req,11,80,0,1100,2380,0,75,125320.417
5181.250,A,80,M_Req,11,0,0,1100,2380,0,75,125770.417
5181.250,A,100,C_Res,11,100,0,1100,2450,0,75,125770.417
5181.250,A,100,P_D_S_Res,11,100,0,1100,2450,0,75,125770.417
5193.750,A,100,P_D_E_Res,11,100,0,1200,2520,1,75,126332.917
5193.750,A,70,P_O_S_Res,11,70,0,1200,2520,1,75,126332.917
5202.500,A,70,P_O_E_Res,11,70,0,1200,2520,1,75,126726.667
5202.500,A,170,T_S_Res,11,170,0,1200,2520,1,105,126726.667
5216.667,A,170,T_E_Res,11,0,0,1200,2520,0,75,127151.667
5216.667,LP,ENTER,22,127151.667
6119.167,LP,80,R_S_Req,12,0,0,1200,2520,0,52,127151.667
6125.833,LP,80,R_E_Req,12,80,0,1200,2590,0,52,127351.667
6125.833,A,EXIT,45,147353.333
6125.833,A,80,P_D_S_Req,12,80,0,1200,2590,0,45,147353.333
6135.833,A,80,M_Req,12,0,0,1200,2590,0,45,147803.333
6135.833,A,100,C_Res,12,100,0,1200,2660,0,45,147803.333
6135.833,A,100,P_D_S_Res,12,100,0,1200,2660,0,45,147803.333
6148.333,A,100,P_D_E_Res,12,100,0,1300,2730,1,45,148365.833
6148.333,A,70,P_O_S_Res,12,70,0,1300,2730,1,45,148365.833
6157.083,A,70,P_O_E_Res,12,70,0,1300,2730,1,45,148759.583
6157.083,A,170,T_S_Res,12,170,0,1300,2730,1,75,148759.583
6167.167,A,80,R_S_Req,13,170,0,1300,2730,1,105,148759.583
6171.250,A,170,T_E_Res,12,0,0,1300,2730,0,75,149184.583
6171.250,LP,ENTER,22,149184.583
6173.833,LP,80,R_E_Req,13,80,0,1300,2800,0,22,149384.583
6173.833,A,EXIT,45,149441.417
6173.833,A,80,P_D_S_Req,13,80,0,1300,2800,0,45,149441.417
6183.833,A,80,M_Req,13,0,0,1300,2800,0,45,149891.417
6183.833,A,100,C_Res,13,100,0,1300,2870,0,45,149891.417
6183.833,A,100,P_D_S_Res,13,100,0,1300,2870,0,45,149891.417
6196.333,A,100,P_D_E_Res,13,100,0,1400,2940,1,45,150453.917
6196.333,A,70,P_O_S_Res,13,70,0,1400,2940,1,45,150453.917
6205.083,A,70,P_O_E_Res,13,70,0,1400,2940,1,45,150847.667
6205.083,A,170,T_S_Res,13,170,0,1400,2940,1,75,150847.667
6219.250,A,170,T_E_Res,13,0,0,1400,2940,0,45,151272.667
6219.250,LP,ENTER,22,151272.667
7119.167,LP,80,R_S_Req,14,0,0,1400,2940,0,52,151272.667
7125.833,LP,80,R_E_Req,14,80,0,1400,3010,0,52,151472.667
7125.833,A,EXIT,45,171417.500
7125.833,A,80,P_D_S_Req,14,80,0,1400,3010,0,45,171417.500
7135.833,A,80,M_Req,14,0,0,1400,3010,0,45,171867.500
7135.833,A,100,C_Res,14,100,0,1400,3080,0,45,171867.500
7135.833,A,100,P_D_S_Res,14,100,0,1400,3080,0,45,171867.500
7148.333,A,100,P_D_E_Res,14,100,0,1500,3150,1,45,172430.000
7148.333,A,70,P_O_S_Res,14,70,0,1500,3150,1,45,172430.000
7157.083,A,70,P_O_E_Res,14,70,0,1500,3150,1,45,172823.750
7157.083,A,170,T_S_Res,14,170,0,1500,3150,1,75,172823.750
7171.250,A,170,T_E_Res,14,0,0,1500,3150,0,45,173248.750
7171.250,LP,ENTER,22,173248.750
7175.167,LP,80,R_S_Req,15,0,0,1500,3150,0,52,173248.750
7181.833,LP,80,R_E_Req,15,80,0,1500,3220,0,52,173448.750
7181.833,A,EXIT,45,173681.583
7181.833,A,80,P_D_S_Req,15,80,0,1500,3220,0,45,173681.583
7191.833,A,80,M_Req,15,0,0,1500,3220,0,45,174131.583
7191.833,A,100,C_Res,15,100,0,1500,3290,0,45,174131.583
7191.833,A,100,P_D_S_Res,15,100,0,1500,3290,0,45,174131.583
7204.333,A,100,P_D_E_Res,15,100,0,1600,3360,1,45,174694.083
7204.333,A,70,P_O_S_Res,15,70,0,1600,3360,1,45,174694.083
7213.083,A,70,P_O_E_Res,15,70,0,1600,3360,1,45,175087.833
7213.083,A,170,T_S_Res,15,170,0,1600,3360,1,75,175087.833
7227.250,A,170,T_E_Res,15,0,0,1600,3360,0,45,175512.833
7227.250,LP,ENTER,22,175512.833
8119.167,LP,80,R_S_Req,16,0,0,1600,3360,0,52,175512.833
8125.833,LP,80,R_E_Req,16,80,0,1600,3430,0,52,175712.833
8125.833,A,EXIT,45,195481.667
8125.833,A,80,P_D_S_Req,16,80,0,1600,3430,0,45,195481.667
8135.833,A,80,M_Req,16,0,0,1600,3430,0,45,195931.667
8135.833,A,100,C_Res,16,100,0,1600,3500,0,45,195931.667
8135.833,A,100,P_D_S_Res,16,100,0,1600,3500,0,45,195931.667
8148.333,A,100,P_D_E_Res,16,100,0,1700,3570,1,45,196494.167
8148.333,A,70,P_O_S_Res,16,70,0,1700,3570,1,45,196494.167
