A,0,201.000000,1326.462678,0.000000,1326.462678
R,4,500.000000,1028.462678,0.000000,1028.462678
R,3,400.000000,1129.462678,0.000000,1129.462678
R,2,300.000000,1230.462678,0.000000,1230.462678
R,1,200.000000,1331.462678,0.000000,1331.462678
R,0,100.000000,1432.462678,0.000000,1432.462678
A,1,869.945632,1157.726960,0.000000,1157.726960
R,9,1000.000000,1028.672592,0.000000,1028.672592
R,8,900.000000,1129.672592,0.000000,1129.672592
R,7,800.000000,1230.672592,0.000000,1230.672592
R,6,700.000000,1331.672592,0.000000,1331.672592
R,5,600.000000,1432.672592,0.000000,1432.672592
A,2,1369.785465,1157.152961,0.000000,1157.152961
R,14,1500.000000,1027.938426,0.000000,1027.938426
R,13,1400.000000,1128.938426,0.000000,1128.938426
R,12,1300.000000,1229.938426,0.000000,1229.938426
R,11,1200.000000,1330.938426,0.000000,1330.938426
R,10,1100.000000,1431.938426,0.000000,1431.938426
A,3,1869.546733,1157.521116,0.000000,1157.521116
R,19,2000.000000,1028.067849,0.000000,1028.067849
R,18,1900.000000,1129.067849,0.000000,1129.067849
R,17,1800.000000,1230.067849,0.000000,1230.067849
R,16,1700.000000,1331.067849,0.000000,1331.067849
R,15,1600.000000,1432.067849,0.000000,1432.067849
A,4,2369.261427,1158.174738,0.000000,1158.174738
R,24,2500.000000,1028.436165,0.000000,1028.436165
R,23,2400.000000,1129.436165,0.000000,1129.436165
R,22,2300.000000,1230.436165,0.000000,1230.436165
R,21,2200.000000,1331.436165,0.000000,1331.436165
R,20,2100.000000,1432.436165,0.000000,1432.436165
A,5,2869.231419,1158.781338,0.000000,1158.781338
R,29,3000.000000,1029.012757,0.000000,1029.012757
R,28,2900.000000,1130.012757,0.000000,1130.012757
R,27,2800.000000,1231.012757,0.000000,1231.012757
R,26,2700.000000,1332.012757,0.000000,1332.012757
R,25,2600.000000,1433.012757,0.000000,1433.012757
A,6,3369.693215,1157.980800,0.000000,1157.980800
R,34,3500.000000,1028.674015,0.000000,1028.674015
R,33,3400.000000,1129.674015,0.000000,1129.674015
R,32,3300.000000,1230.674015,0.000000,1230.674015
R,31,3200.000000,1331.674015,0.000000,1331.674015
R,30,3100.000000,1432.674015,0.000000,1432.674015
A,7,3869.642850,1157.901107,0.000000,1157.901107
R,39,4000.000000,1028.543957,0.000000,1028.543957
R,38,3900.000000,1129.543957,0.000000,1129.543957
R,37,3800.000000,1230.543957,0.000000,1230.543957
R,36,3700.000000,1331.543957,0.000000,1331.543957
R,35,3600.000000,1432.543957,0.000000,1432.543957
A,8,4369.123757,1158.632645,0.000000,1158.632645
R,44,4500.000000,1028.756402,0.000000,1028.756402
R,43,4400.000000,1129.756402,0.000000,1129.756402
R,42,4300.000000,1230.756402,0.000000,1230.756402
R,41,4200.000000,1331.756402,0.000000,1331.756402
R,40,4100.000000,1432.756402,0.000000,1432.756402
A,9,4869.942781,1157.592428,0.000000,1157.592428
