7900.000000,1000,W_Req,159,80400,78000,2000,2800,228960.000000
8000.000000,1000,W_Req,160,81400,79000,2000,2800,228960.000000
8100.000000,1000,W_Req,163,82400,80000,2000,2800,228960.000000
8200.000000,1000,W_Req,164,83400,81000,2000,2800,228960.000000
8300.000000,1000,W_Req,167,84400,82000,2000,2800,228960.000000
8400.000000,1000,W_Req,168,85400,83000,2000,2800,228960.000000
8500.000000,1000,W_Req,171,86400,84000,2000,2800,228960.000000
8600.000000,1000,W_Req,172,87400,85000,2000,2800,228960.000000
8700.000000,1000,W_Req,175,88400,86000,2000,2800,228960.000000
8800.000000,1000,W_Req,176,89400,87000,2000,2800,228960.000000
8900.000000,1000,W_Req,179,90400,88000,2000,2800,228960.000000
9000.000000,1000,W_Req,180,91400,89000,2000,2800,228960.000000
9100.000000,1000,W_Req,183,92400,90000,2000,2800,228960.000000
9200.000000,1000,W_Req,184,93400,91000,2000,2800,228960.000000
9300.000000,1000,W_Req,187,94400,92000,2000,2800,228960.000000
9400.000000,1000,W_Req,188,95400,93000,2000,2800,228960.000000
9500.000000,1000,W_Req,191,96400,94000,2000,2800,228960.000000
9600.000000,1000,W_Req,192,97400,95000,2000,2800,228960.000000
9700.000000,1000,W_Req,195,98400,96000,2000,2800,228960.000000
9800.000000,1000,W_Req,196,99400,97000,2000,2800,228960.000000
9900.000000,1000,W_Req,199,100400,98000,2000,2800,228960.000000
10000.000000,1000,W_Req,200,101400,99000,2000,2800,228960.000000
