R,0,0.000000,33.387453,0.000000,33.387453
R,1,1000.000000,33.357747,0.000000,33.357747
R,2,2000.000000,33.355512,0.000000,33.355512
R,3,3000.000000,33.356312,0.000000,33.356312
R,4,4000.000000,33.366319,0.000000,33.366319
R,5,5000.000000,33.390600,0.000000,33.390600
R,6,6000.000000,33.369053,0.000000,33.369053
R,7,7000.000000,33.388223,0.000000,33.388223
R,8,8000.000000,33.381360,0.000000,33.381360
R,9,9000.000000,33.360410,0.000000,33.360410
R,10,10000.000000,33.374409,0.000000,33.374409
R,11,11000.000000,33.375622,0.000000,33.375622
R,12,12000.000000,33.353623,0.000000,33.353623
R,13,13000.000000,33.359725,0.000000,33.359725
R,14,14000.000000,33.346373,0.000000,33.346373
R,15,15000.000000,33.384278,0.000000,33.384278
R,16,16000.000000,33.354730,0.000000,33.354730
R,17,17000.000000,33.335836,0.000000,33.335836
R,18,18000.000000,33.372063,0.000000,33.372063
R,19,19000.000000,33.379316,0.000000,33.379316
