A,0,200.100000,410.946164,0.000000,410.946164
R,4,500.000000,111.146164,0.000000,111.146164
R,3,400.000000,211.246164,0.000000,211.246164
R,2,300.000000,311.346164,0.000000,311.346164
R,1,200.000000,411.446164,0.000000,411.446164
R,0,100.000000,511.546164,0.000000,511.546164
A,1,700.100000,410.846562,0.000000,410.846562
R,9,1000.000000,111.046562,0.000000,111.046562
R,8,900.000000,211.146562,0.000000,211.146562
R,7,800.000000,311.246562,0.000000,311.246562
R,6,700.000000,411.346562,0.000000,411.346562
R,5,600.000000,511.446562,0.000000,511.446562
A,2,1200.100000,410.839069,0.000000,410.839069
R,14,1500.000000,111.039069,0.000000,111.039069
R,13,1400.000000,211.139069,0.000000,211.139069
R,12,1300.000000,311.239069,0.000000,311.239069
R,11,1200.000000,411.339069,0.000000,411.339069
R,10,1100.000000,511.439069,0.000000,511.439069
A,3,1700.100000,410.841753,0.000000,410.841753
R,19,2000.000000,111.041753,0.000000,111.041753
R,18,1900.000000,211.141753,0.000000,211.141753
R,17,1800.000000,311.241753,0.000000,311.241753
R,16,1700.000000,411.341753,0.000000,411.341753
R,15,1600.000000,511.441753,0.000000,511.441753
A,4,2200.100000,410.875305,0.000000,410.875305
R,24,2500.000000,111.075305,0.000000,111.075305
R,23,2400.000000,211.175305,0.000000,211.175305
R,22,2300.000000,311.275305,0.000000,311.275305
R,21,2200.000000,411.375305,0.000000,411.375305
R,20,2100.000000,511.475305,0.000000,511.475305
A,5,2700.100000,410.956718,0.000000,410.956718
R,29,3000.000000,111.156718,0.000000,111.156718
R,28,2900.000000,211.256718,0.000000,211.256718
R,27,2800.000000,311.356718,0.000000,311.356718
R,26,2700.000000,411.456718,0.000000,411.456718
R,25,2600.000000,511.556718,0.000000,511.556718
A,6,3200.100000,410.884473,0.000000,410.884473
R,34,3500.000000,111.084473,0.000000,111.084473
R,33,3400.000000,211.184473,0.000000,211.184473
R,32,3300.000000,311.284473,0.000000,311.284473
R,31,3200.000000,411.384473,0.000000,411.384473
R,30,3100.000000,511.484473,0.000000,511.484473
A,7,3700.100000,410.948748,0.000000,410.948748
R,39,4000.000000,111.148748,0.000000,111.148748
R,38,3900.000000,211.248748,0.000000,211.248748
R,37,3800.000000,311.348748,0.000000,311.348748
R,36,3700.000000,411.448748,0.000000,411.448748
R,35,3600.000000,511.548748,0.000000,511.548748
A,8,4200.100000,410.925735,0.000000,410.925735
R,44,4500.000000,111.125735,0.000000,111.125735
R,43,4400.000000,211.225735,0.000000,211.225735
R,42,4300.000000,311.325735,0.000000,311.325735
R,41,4200.000000,411.425735,0.000000,411.425735
R,40,4100.000000,511.525735,0.000000,511.525735
A,9,4700.100000,410.855491,0.000000,410.855491
R,49,5000.000000,111.055491,0.000000,111.055491
R,48,4900.000000,211.155491,0.000000,211.155491
R,47,4800.000000,311.255491,0.000000,311.255491
R,46,4700.000000,411.355491,0.000000,411.355491
R,45,4600.000000,511.455491,0.000000,511.455491
A,10,5200.100000,410.902431,0.000000,410.902431
R,54,5500.000000,111.102431,0.000000,111.102431
R,53,5400.000000,211.202431,0.000000,211.202431
R,52,5300.000000,311.302431,0.000000,311.302431
R,51,5200.000000,411.402431,0.000000,411.402431
R,50,5100.000000,511.502431,0.000000,511.502431
A,11,5700.100000,410.906498,0.000000,410.906498
R,59,6000.000000,111.106498,0.000000,111.106498
R,58,5900.000000,211.206498,0.000000,211.206498
R,57,5800.000000,311.306498,0.000000,311.306498
R,56,5700.000000,411.406498,0.000000,411.406498
R,55,5600.000000,511.506498,0.000000,511.506498
A,12,6200.100000,410.832736,0.000000,410.832736
R,64,6500.000000,111.032736,0.000000,111.032736
R,63,6400.000000,211.132736,0.000000,211.132736
R,62,6300.000000,311.232736,0.000000,311.232736
R,61,6200.000000,411.332736,0.000000,411.332736
R,60,6100.000000,511.432736,0.000000,511.432736
A,13,6700.100000,410.853197,0.000000,410.853197
R,69,7000.000000,111.053197,0.000000,111.053197
R,68,6900.000000,211.153197,0.000000,211.153197
R,67,6800.000000,311.253197,0.000000,311.253197
R,66,6700.000000,411.353197,0.000000,411.353197
R,65,6600.000000,511.453197,0.000000,511.453197
A,14,7200.100000,410.808428,0.000000,410.808428
R,74,7500.000000,111.008428,0.000000,111.008428
R,73,7400.000000,211.108428,0.000000,211.108428
R,72,7300.000000,311.208428,0.000000,311.208428
R,71,7200.000000,411.308428,0.000000,411.308428
R,70,7100.000000,511.408428,0.000000,511.408428
A,15,7700.100000,410.935519,0.000000,410.935519
R,79,8000.000000,111.135519,0.000000,111.135519
R,78,7900.000000,211.235519,0.000000,211.235519
R,77,7800.000000,311.335519,0.000000,311.335519
R,76,7700.000000,411.435519,0.000000,411.435519
R,75,7600.000000,511.535519,0.000000,511.535519
A,16,8200.100000,410.836446,0.000000,410.836446
R,84,8500.000000,111.036446,0.000000,111.036446
R,83,8400.000000,211.136446,0.000000,211.136446
R,82,8300.000000,311.236446,0.000000,311.236446
R,81,8200.000000,411.336446,0.000000,411.336446
R,80,8100.000000,511.436446,0.000000,511.436446
A,17,8700.100000,410.773096,0.000000,410.773096
R,89,9000.000000,110.973096,0.000000,110.973096
