A,0,200.500000,1113.487498,0.000000,1113.487498
R,4,800.000000,514.487498,0.000000,514.487498
R,3,600.000000,714.987498,0.000000,714.987498
R,2,400.000000,915.487498,0.000000,915.487498
R,1,200.000000,1115.987498,0.000000,1115.987498
R,0,0.000000,1316.487498,0.000000,1316.487498
A,1,1200.500000,1113.026181,0.000000,1113.026181
R,9,1800.000000,514.026181,0.000000,514.026181
R,8,1600.000000,714.526181,0.000000,714.526181
R,7,1400.000000,915.026181,0.000000,915.026181
R,6,1200.000000,1115.526181,0.000000,1115.526181
R,5,1000.000000,1316.026181,0.000000,1316.026181
A,2,2200.500000,1112.991479,0.000000,1112.991479
R,14,2800.000000,513.991479,0.000000,513.991479
R,13,2600.000000,714.491479,0.000000,714.491479
R,12,2400.000000,914.991479,0.000000,914.991479
R,11,2200.000000,1115.491479,0.000000,1115.491479
R,10,2000.000000,1315.991479,0.000000,1315.991479
A,3,3200.500000,1113.003909,0.000000,1113.003909
R,19,3800.000000,514.003909,0.000000,514.003909
R,18,3600.000000,714.503909,0.000000,714.503909
R,17,3400.000000,915.003909,0.000000,915.003909
R,16,3200.000000,1115.503909,0.000000,1115.503909
R,15,3000.000000,1316.003909,0.000000,1316.003909
A,4,4200.500000,1113.159308,0.000000,1113.159308
R,24,4800.000000,514.159308,0.000000,514.159308
R,23,4600.000000,714.659308,0.000000,714.659308
R,22,4400.000000,915.159308,0.000000,915.159308
R,21,4200.000000,1115.659308,0.000000,1115.659308
R,20,4000.000000,1316.159308,0.000000,1316.159308
A,5,5200.500000,1113.536379,0.000000,1113.536379
R,29,5800.000000,514.536379,0.000000,514.536379
R,28,5600.000000,715.036379,0.000000,715.036379
R,27,5400.000000,915.536379,0.000000,915.536379
R,26,5200.000000,1116.036379,0.000000,1116.036379
R,25,5000.000000,1316.536379,0.000000,1316.536379
A,6,6200.500000,1113.201769,0.000000,1113.201769
R,34,6800.000000,514.201769,0.000000,514.201769
R,33,6600.000000,714.701769,0.000000,714.701769
R,32,6400.000000,915.201769,0.000000,915.201769
R,31,6200.000000,1115.701769,0.000000,1115.701769
R,30,6000.000000,1316.201769,0.000000,1316.201769
A,7,7200.500000,1113.499466,0.000000,1113.499466
R,39,7800.000000,514.499466,0.000000,514.499466
R,38,7600.000000,714.999466,0.000000,714.999466
R,37,7400.000000,915.499466,0.000000,915.499466
R,36,7200.000000,1115.999466,0.000000,1115.999466
R,35,7000.000000,1316.499466,0.000000,1316.499466
A,8,8200.500000,1113.392877,0.000000,1113.392877
R,44,8800.000000,514.392877,0.000000,514.392877
R,43,8600.000000,714.892877,0.000000,714.892877
R,42,8400.000000,915.392877,0.000000,915.392877
R,41,8200.000000,1115.892877,0.000000,1115.892877
R,40,8000.000000,1316.392877,0.000000,1316.392877
A,9,9200.500000,1113.067537,0.000000,1113.067537
R,49,9800.000000,514.067537,0.000000,514.067537
R,48,9600.000000,714.567537,0.000000,714.567537
R,47,9400.000000,915.067537,0.000000,915.067537
R,46,9200.000000,1115.567537,0.000000,1115.567537
R,45,9000.000000,1316.067537,0.000000,1316.067537
A,10,10200.500000,1113.284944,0.000000,1113.284944
R,54,10800.000000,514.284944,0.000000,514.284944
R,53,10600.000000,714.784944,0.000000,714.784944
R,52,10400.000000,915.284944,0.000000,915.284944
R,51,10200.000000,1115.784944,0.000000,1115.784944
R,50,10000.000000,1316.284944,0.000000,1316.284944
A,11,11200.500000,1113.303778,0.000000,1113.303778
R,59,11800.000000,514.303778,0.000000,514.303778
R,58,11600.000000,714.803778,0.000000,714.803778
R,57,11400.000000,915.303778,0.000000,915.303778
R,56,11200.000000,1115.803778,0.000000,1115.803778
R,55,11000.000000,1316.303778,0.000000,1316.303778
A,12,12200.500000,1112.962145,0.000000,1112.962145
R,64,12800.000000,513.962145,0.000000,513.962145
R,63,12600.000000,714.462145,0.000000,714.462145
R,62,12400.000000,914.962145,0.000000,914.962145
R,61,12200.000000,1115.462145,0.000000,1115.462145
R,60,12000.000000,1315.962145,0.000000,1315.962145
A,13,13200.500000,1113.056911,0.000000,1113.056911
R,69,13800.000000,514.056911,0.000000,514.056911
R,68,13600.000000,714.556911,0.000000,714.556911
R,67,13400.000000,915.056911,0.000000,915.056911
R,66,13200.000000,1115.556911,0.000000,1115.556911
R,65,13000.000000,1316.056911,0.000000,1316.056911
A,14,14200.500000,1112.849563,0.000000,1112.849563
R,74,14800.000000,513.849563,0.000000,513.849563
R,73,14600.000000,714.349563,0.000000,714.349563
R,72,14400.000000,914.849563,0.000000,914.849563
R,71,14200.000000,1115.349563,0.000000,1115.349563
R,70,14000.000000,1315.849563,0.000000,1315.849563
A,15,15200.500000,1113.438195,0.000000,1113.438195
R,79,15800.000000,514.438195,0.000000,514.438195
R,78,15600.000000,714.938195,0.000000,714.938195
R,77,15400.000000,915.438195,0.000000,915.438195
R,76,15200.000000,1115.938195,0.000000,1115.938195
R,75,15000.000000,1316.438195,0.000000,1316.438195
